seed,method,pair,dist1,dist2,dcor
0,Mixed,a-b,a,b,0.07058299119768048
0,Mixed,a-c,a,c,0.0877132203773265
0,Mixed,a-d,a,d,0.23732674099167245
0,Mixed,a-e,a,e,0.326872984338491
0,Mixed,a-f,a,f,0.3053443280545886
0,Mixed,a-g,a,g,0.10657702782184858
0,Mixed,a-h,a,h,0.20728625719459823
0,Mixed,a-i,a,i,0.05590111624477756
0,Mixed,a-j,a,j,0.22905615476820532
0,Mixed,a-k,a,k,0.2304949252165224
0,Mixed,a-l,a,l,0.08640872021352768
0,Mixed,a-m,a,m,0.10155216409605813
0,Mixed,a-n,a,n,0.10271822634624338
0,Mixed,a-o,a,o,0.1509772861748805
0,Mixed,a-p,a,p,0.3000403088107991
0,Mixed,a-q,a,q,0.2522752428303078
0,Mixed,a-r,a,r,0.2937056338663362
0,Mixed,b-c,b,c,0.06784007654203705
0,Mixed,b-d,b,d,0.15190892147765464
0,Mixed,b-e,b,e,0.2954109719212928
0,Mixed,b-f,b,f,0.0852224842343204
0,Mixed,b-g,b,g,0.10597452665914112
0,Mixed,b-h,b,h,0.19393055361397873
0,Mixed,b-i,b,i,0.2822270956894209
0,Mixed,b-j,b,j,0.24123590069472456
0,Mixed,b-k,b,k,0.0802002430395639
0,Mixed,b-l,b,l,0.2689002059403435
0,Mixed,b-m,b,m,0.2235681606385343
0,Mixed,b-n,b,n,0.1632157469571493
0,Mixed,b-o,b,o,0.4526758546175442
0,Mixed,b-p,b,p,0.43418806578454266
0,Mixed,b-q,b,q,0.12464875925311951
0,Mixed,b-r,b,r,0.24310700815938702
0,Mixed,c-d,c,d,0.0953671874134294
0,Mixed,c-e,c,e,0.04639571236097224
0,Mixed,c-f,c,f,0.05512680356756334
0,Mixed,c-g,c,g,0.08323858150406227
0,Mixed,c-h,c,h,0.05510855506528435
0,Mixed,c-i,c,i,0.17876078929318867
0,Mixed,c-j,c,j,0.05353358079325697
0,Mixed,c-k,c,k,0.183529638936506
0,Mixed,c-l,c,l,0.3207766348402446
0,Mixed,c-m,c,m,0.5336562130543036
0,Mixed,c-n,c,n,0.20522776561096698
0,Mixed,c-o,c,o,0.1015008779057567
0,Mixed,c-p,c,p,0.15401070361758062
0,Mixed,c-q,c,q,0.36788561256919156
0,Mixed,c-r,c,r,0.06035214541401788
0,Mixed,d-e,d,e,0.09782616032835366
0,Mixed,d-f,d,f,0.10307507799448448
0,Mixed,d-g,d,g,0.17873828093074678
0,Mixed,d-h,d,h,0.06322693505256757
0,Mixed,d-i,d,i,0.0769781659713066
0,Mixed,d-j,d,j,0.050225344831799974
0,Mixed,d-k,d,k,0.14550290784161024
0,Mixed,d-l,d,l,0.2860965240322517
0,Mixed,d-m,d,m,0.09025963342646694
0,Mixed,d-n,d,n,0.10072246409962939
0,Mixed,d-o,d,o,0.10782623574616083
0,Mixed,d-p,d,p,0.1550450719320519
0,Mixed,d-q,d,q,0.15638130989994595
0,Mixed,d-r,d,r,0.09008259758333209
0,Mixed,e-f,e,f,0.4465163275648391
0,Mixed,e-g,e,g,0.1560833014893637
0,Mixed,e-h,e,h,0.060695189345543264
0,Mixed,e-i,e,i,0.39551560667641433
0,Mixed,e-j,e,j,0.32201170225398507
0,Mixed,e-k,e,k,0.06286720174260377
0,Mixed,e-l,e,l,0.06854998849243071
0,Mixed,e-m,e,m,0.14030613156606078
0,Mixed,e-n,e,n,0.21656869029074807
0,Mixed,e-o,e,o,0.08604510891979493
0,Mixed,e-p,e,p,0.26173563378864456
0,Mixed,e-q,e,q,0.06959958374333795
0,Mixed,e-r,e,r,0.06416166735739819
0,Mixed,f-g,f,g,0.47277023994628925
0,Mixed,f-h,f,h,0.13023204015046377
0,Mixed,f-i,f,i,0.21083530688463442
0,Mixed,f-j,f,j,0.2308134245854913
0,Mixed,f-k,f,k,0.13354103672997195
0,Mixed,f-l,f,l,0.07748450457990423
0,Mixed,f-m,f,m,0.07835853615173391
0,Mixed,f-n,f,n,0.5369908136971738
0,Mixed,f-o,f,o,0.05199912560408899
0,Mixed,f-p,f,p,0.09015881843058147
0,Mixed,f-q,f,q,0.10472566916295692
0,Mixed,f-r,f,r,0.27702088251232193
0,Mixed,g-h,g,h,0.30190445705114477
0,Mixed,g-i,g,i,0.4438380100818417
0,Mixed,g-j,g,j,0.23194972962365554
0,Mixed,g-k,g,k,0.1248297612422818
0,Mixed,g-l,g,l,0.08215979821828114
0,Mixed,g-m,g,m,0.25890860455542464
0,Mixed,g-n,g,n,0.5553736432133186
0,Mixed,g-o,g,o,0.2799294154522532
0,Mixed,g-p,g,p,0.15503830481100184
0,Mixed,g-q,g,q,0.19593651290840394
0,Mixed,g-r,g,r,0.16444813386589605
0,Mixed,h-i,h,i,0.07756087037327096
0,Mixed,h-j,h,j,0.17270533107311145
0,Mixed,h-k,h,k,0.25542373528477413
0,Mixed,h-l,h,l,0.0911307127631133
0,Mixed,h-m,h,m,0.22482494995499336
0,Mixed,h-n,h,n,0.05686966232297713
0,Mixed,h-o,h,o,0.4074302533894601
0,Mixed,h-p,h,p,0.06693137255064327
0,Mixed,h-q,h,q,0.10861309692020037
0,Mixed,h-r,h,r,0.46895353158564823
0,Mixed,i-j,i,j,0.07486579261193398
0,Mixed,i-k,i,k,0.08198859226630278
0,Mixed,i-l,i,l,0.0652135263271191
0,Mixed,i-m,i,m,0.32544029545427
0,Mixed,i-n,i,n,0.14052442711809107
0,Mixed,i-o,i,o,0.08782081017700735
0,Mixed,i-p,i,p,0.1340445703676443
0,Mixed,i-q,i,q,0.06846436991867338
0,Mixed,i-r,i,r,0.05839954646480115
0,Mixed,j-k,j,k,0.18235003654310436
0,Mixed,j-l,j,l,0.3126172216158313
0,Mixed,j-m,j,m,0.2522471541520126
0,Mixed,j-n,j,n,0.09200335216698895
0,Mixed,j-o,j,o,0.1426317502767928
0,Mixed,j-p,j,p,0.17621524794500157
0,Mixed,j-q,j,q,0.083802353158904
0,Mixed,j-r,j,r,0.17875601730408128
0,Mixed,k-l,k,l,0.3285033566494132
0,Mixed,k-m,k,m,0.20046000558081253
0,Mixed,k-n,k,n,0.17442684800612548
0,Mixed,k-o,k,o,0.05576703570413402
0,Mixed,k-p,k,p,0.08272248859972091
0,Mixed,k-q,k,q,0.18445881798214037
0,Mixed,k-r,k,r,0.3202274898384847
0,Mixed,l-m,l,m,0.27112178032998246
0,Mixed,l-n,l,n,0.08571067611934942
0,Mixed,l-o,l,o,0.29014846849413645
0,Mixed,l-p,l,p,0.16564534833691638
0,Mixed,l-q,l,q,0.3132058697621305
0,Mixed,l-r,l,r,0.1600219053462098
0,Mixed,m-n,m,n,0.17229558839655704
0,Mixed,m-o,m,o,0.24987960323346275
0,Mixed,m-p,m,p,0.30659951510282507
0,Mixed,m-q,m,q,0.2566093393041939
0,Mixed,m-r,m,r,0.10285525157294605
0,Mixed,n-o,n,o,0.09153564052885371
0,Mixed,n-p,n,p,0.17106615713363083
0,Mixed,n-q,n,q,0.10157416812261816
0,Mixed,n-r,n,r,0.05736844984222063
0,Mixed,o-p,o,p,0.061724860666113955
0,Mixed,o-q,o,q,0.2885418608769768
0,Mixed,o-r,o,r,0.08089703487012351
0,Mixed,p-q,p,q,0.08244754811522446
0,Mixed,p-r,p,r,0.22952226386112873
0,Mixed,q-r,q,r,0.13542855700142065
0,ZCA,a-b,a,b,0.05623246266239814
0,ZCA,a-c,a,c,0.05749478359163173
0,ZCA,a-d,a,d,0.045534429469646594
0,ZCA,a-e,a,e,0.06123689266266821
0,ZCA,a-f,a,f,0.05602532754218024
0,ZCA,a-g,a,g,0.04710879155588683
0,ZCA,a-h,a,h,0.0486761943954941
0,ZCA,a-i,a,i,0.04328839750356185
0,ZCA,a-j,a,j,0.06755199133228873
0,ZCA,a-k,a,k,0.06460882667013745
0,ZCA,a-l,a,l,0.0518595432865509
0,ZCA,a-m,a,m,0.04912390421454789
0,ZCA,a-n,a,n,0.06059501907142638
0,ZCA,a-o,a,o,0.05200050236919488
0,ZCA,a-p,a,p,0.04307276356140997
0,ZCA,a-q,a,q,0.04507815046916686
0,ZCA,a-r,a,r,0.06900808747118822
0,ZCA,b-c,b,c,0.042103674339578755
0,ZCA,b-d,b,d,0.04703898944223108
0,ZCA,b-e,b,e,0.05083287085111957
0,ZCA,b-f,b,f,0.05439859812125386
0,ZCA,b-g,b,g,0.05105763499732727
0,ZCA,b-h,b,h,0.04081329051096635
0,ZCA,b-i,b,i,0.051655419101104535
0,ZCA,b-j,b,j,0.05885509962929911
0,ZCA,b-k,b,k,0.038758626439001576
0,ZCA,b-l,b,l,0.05555679813481255
0,ZCA,b-m,b,m,0.04867924544886948
0,ZCA,b-n,b,n,0.0434681092321619
0,ZCA,b-o,b,o,0.07206369954047612
0,ZCA,b-p,b,p,0.05329709151607154
0,ZCA,b-q,b,q,0.048139500892147975
0,ZCA,b-r,b,r,0.04722816851536426
0,ZCA,c-d,c,d,0.04651278215912704
0,ZCA,c-e,c,e,0.055205364069014794
0,ZCA,c-f,c,f,0.04958784609779392
0,ZCA,c-g,c,g,0.045380922415986576
0,ZCA,c-h,c,h,0.0677416831589308
0,ZCA,c-i,c,i,0.04389574589571088
0,ZCA,c-j,c,j,0.04244258522276476
0,ZCA,c-k,c,k,0.06427002210234334
0,ZCA,c-l,c,l,0.04816485159102063
0,ZCA,c-m,c,m,0.04733877082654981
0,ZCA,c-n,c,n,0.049718416488730405
0,ZCA,c-o,c,o,0.04360883371815448
0,ZCA,c-p,c,p,0.042397731114165636
0,ZCA,c-q,c,q,0.05939088825246001
0,ZCA,c-r,c,r,0.04693856259664362
0,ZCA,d-e,d,e,0.04667741165293363
0,ZCA,d-f,d,f,0.07345145361586186
0,ZCA,d-g,d,g,0.05039859951109041
0,ZCA,d-h,d,h,0.07933192693113014
0,ZCA,d-i,d,i,0.05620202313280276
0,ZCA,d-j,d,j,0.05986462407947385
0,ZCA,d-k,d,k,0.06305159260550496
0,ZCA,d-l,d,l,0.04710105320918059
0,ZCA,d-m,d,m,0.0425567792200618
0,ZCA,d-n,d,n,0.053468910387303885
0,ZCA,d-o,d,o,0.07282045145788524
0,ZCA,d-p,d,p,0.0863254794482574
0,ZCA,d-q,d,q,0.04949687361170042
0,ZCA,d-r,d,r,0.05444943189399304
0,ZCA,e-f,e,f,0.04987554552796836
0,ZCA,e-g,e,g,0.04908390027055764
0,ZCA,e-h,e,h,0.04458544467203055
0,ZCA,e-i,e,i,0.06031959767581331
0,ZCA,e-j,e,j,0.07319888998204944
0,ZCA,e-k,e,k,0.05992988856088976
0,ZCA,e-l,e,l,0.0558812137334552
0,ZCA,e-m,e,m,0.05760968658681932
0,ZCA,e-n,e,n,0.05296264898501341
0,ZCA,e-o,e,o,0.04534552856750995
0,ZCA,e-p,e,p,0.047107101387652645
0,ZCA,e-q,e,q,0.07012661797435225
0,ZCA,e-r,e,r,0.06517788360699704
0,ZCA,f-g,f,g,0.04946518476279308
0,ZCA,f-h,f,h,0.038275674610975786
0,ZCA,f-i,f,i,0.04010154056004345
0,ZCA,f-j,f,j,0.06982491787078107
0,ZCA,f-k,f,k,0.059727061306451716
0,ZCA,f-l,f,l,0.06819310261534706
0,ZCA,f-m,f,m,0.04812497774710271
0,ZCA,f-n,f,n,0.051231209226778464
0,ZCA,f-o,f,o,0.04180251735745218
0,ZCA,f-p,f,p,0.05910429444597667
0,ZCA,f-q,f,q,0.058952355504207396
0,ZCA,f-r,f,r,0.04830899267571471
0,ZCA,g-h,g,h,0.04191799443907842
0,ZCA,g-i,g,i,0.03528897068220114
0,ZCA,g-j,g,j,0.06909742383411767
0,ZCA,g-k,g,k,0.04698591514930559
0,ZCA,g-l,g,l,0.06327321657601957
0,ZCA,g-m,g,m,0.047408433621991396
0,ZCA,g-n,g,n,0.046835083155008825
0,ZCA,g-o,g,o,0.048950925870869355
0,ZCA,g-p,g,p,0.05769312013603455
0,ZCA,g-q,g,q,0.03853659338078477
0,ZCA,g-r,g,r,0.05198639877838605
0,ZCA,h-i,h,i,0.04154517301797601
0,ZCA,h-j,h,j,0.04690731980174366
0,ZCA,h-k,h,k,0.053637979637625795
0,ZCA,h-l,h,l,0.05565060880784011
0,ZCA,h-m,h,m,0.041353686975012814
0,ZCA,h-n,h,n,0.04997601229722913
0,ZCA,h-o,h,o,0.04521416407649589
0,ZCA,h-p,h,p,0.05114381720157346
0,ZCA,h-q,h,q,0.05058563726428395
0,ZCA,h-r,h,r,0.05607259896133932
0,ZCA,i-j,i,j,0.05072209898994362
0,ZCA,i-k,i,k,0.05345146383010287
0,ZCA,i-l,i,l,0.059974493530394656
0,ZCA,i-m,i,m,0.04672234712733804
0,ZCA,i-n,i,n,0.045930105436815374
0,ZCA,i-o,i,o,0.04947958706598395
0,ZCA,i-p,i,p,0.03753420650151321
0,ZCA,i-q,i,q,0.06770720622967144
0,ZCA,i-r,i,r,0.04964507435289151
0,ZCA,j-k,j,k,0.05735259177109164
0,ZCA,j-l,j,l,0.05870557304127089
0,ZCA,j-m,j,m,0.04695358527405374
0,ZCA,j-n,j,n,0.055033207355215975
0,ZCA,j-o,j,o,0.08052822152073462
0,ZCA,j-p,j,p,0.04338903246888501
0,ZCA,j-q,j,q,0.05093880083019679
0,ZCA,j-r,j,r,0.04444937460328311
0,ZCA,k-l,k,l,0.05302578045145947
0,ZCA,k-m,k,m,0.04968768165382076
0,ZCA,k-n,k,n,0.03730900349538177
0,ZCA,k-o,k,o,0.05402264024842713
0,ZCA,k-p,k,p,0.060498858225190966
0,ZCA,k-q,k,q,0.054939945673014065
0,ZCA,k-r,k,r,0.04426880778854289
0,ZCA,l-m,l,m,0.04451521858857437
0,ZCA,l-n,l,n,0.046441251651142886
0,ZCA,l-o,l,o,0.054574571558654625
0,ZCA,l-p,l,p,0.06197467793655182
0,ZCA,l-q,l,q,0.06622428673925407
0,ZCA,l-r,l,r,0.06040143502410225
0,ZCA,m-n,m,n,0.0400163151883812
0,ZCA,m-o,m,o,0.03906407507075589
0,ZCA,m-p,m,p,0.040463080561289874
0,ZCA,m-q,m,q,0.05197335715840116
0,ZCA,m-r,m,r,0.04296338158083376
0,ZCA,n-o,n,o,0.07408549365117761
0,ZCA,n-p,n,p,0.04654393311396075
0,ZCA,n-q,n,q,0.04259068058487754
0,ZCA,n-r,n,r,0.04728229571071548
0,ZCA,o-p,o,p,0.05621760808334838
0,ZCA,o-q,o,q,0.045603427117124645
0,ZCA,o-r,o,r,0.05918073304565652
0,ZCA,p-q,p,q,0.04476352016142281
0,ZCA,p-r,p,r,0.05992389254585736
0,ZCA,q-r,q,r,0.051689739921148975
0,PCA,a-b,a,b,0.05913540527254727
0,PCA,a-c,a,c,0.06248313197385904
0,PCA,a-d,a,d,0.04601192212494127
0,PCA,a-e,a,e,0.05240156255423088
0,PCA,a-f,a,f,0.05740295281893346
0,PCA,a-g,a,g,0.060777419303727154
0,PCA,a-h,a,h,0.09124085461162956
0,PCA,a-i,a,i,0.042084803710262776
0,PCA,a-j,a,j,0.04390904716498458
0,PCA,a-k,a,k,0.04572680471763687
0,PCA,a-l,a,l,0.04231855449135212
0,PCA,a-m,a,m,0.06098595262381735
0,PCA,a-n,a,n,0.055205159101405325
0,PCA,a-o,a,o,0.056883181642264524
0,PCA,a-p,a,p,0.057571685306098144
0,PCA,a-q,a,q,0.051943361501368135
0,PCA,a-r,a,r,0.050629736457049004
0,PCA,b-c,b,c,0.04059672127106901
0,PCA,b-d,b,d,0.04394323015917535
0,PCA,b-e,b,e,0.04322693424075975
0,PCA,b-f,b,f,0.04665566848372074
0,PCA,b-g,b,g,0.043354773556028466
0,PCA,b-h,b,h,0.05000137970928705
0,PCA,b-i,b,i,0.04917291970086535
0,PCA,b-j,b,j,0.060303887722551304
0,PCA,b-k,b,k,0.05080229424425701
0,PCA,b-l,b,l,0.0487766346655562
0,PCA,b-m,b,m,0.04788394577630139
0,PCA,b-n,b,n,0.036953755727249536
0,PCA,b-o,b,o,0.047246263791943376
0,PCA,b-p,b,p,0.0537405603263452
0,PCA,b-q,b,q,0.048549745672096904
0,PCA,b-r,b,r,0.051752769212167274
0,PCA,c-d,c,d,0.06105694687181358
0,PCA,c-e,c,e,0.051337051225747304
0,PCA,c-f,c,f,0.042552227463234456
0,PCA,c-g,c,g,0.04807355695612846
0,PCA,c-h,c,h,0.04479692888538931
0,PCA,c-i,c,i,0.041294565263318296
0,PCA,c-j,c,j,0.05683776277439213
0,PCA,c-k,c,k,0.05150935206529535
0,PCA,c-l,c,l,0.0645853892137182
0,PCA,c-m,c,m,0.047935499471104655
0,PCA,c-n,c,n,0.04623855289181447
0,PCA,c-o,c,o,0.04837044121257728
0,PCA,c-p,c,p,0.050885783188973154
0,PCA,c-q,c,q,0.05051065886794743
0,PCA,c-r,c,r,0.06307042445561135
0,PCA,d-e,d,e,0.04008767720629083
0,PCA,d-f,d,f,0.053676395816451096
0,PCA,d-g,d,g,0.04471108153558059
0,PCA,d-h,d,h,0.07916634596993656
0,PCA,d-i,d,i,0.04514362577032165
0,PCA,d-j,d,j,0.04336306902089636
0,PCA,d-k,d,k,0.05291504477755714
0,PCA,d-l,d,l,0.057906429018879775
0,PCA,d-m,d,m,0.050450759644249006
0,PCA,d-n,d,n,0.04447115002053759
0,PCA,d-o,d,o,0.061226788818696816
0,PCA,d-p,d,p,0.05592447644481169
0,PCA,d-q,d,q,0.05787614751569391
0,PCA,d-r,d,r,0.050711446627579156
0,PCA,e-f,e,f,0.0524654133840286
0,PCA,e-g,e,g,0.0536596396662763
0,PCA,e-h,e,h,0.0508829539796227
0,PCA,e-i,e,i,0.06308794995141237
0,PCA,e-j,e,j,0.04158699440187959
0,PCA,e-k,e,k,0.0516408065297873
0,PCA,e-l,e,l,0.04982455863206054
0,PCA,e-m,e,m,0.04856894666664901
0,PCA,e-n,e,n,0.05367833818634166
0,PCA,e-o,e,o,0.04104120562038025
0,PCA,e-p,e,p,0.052474219280493554
0,PCA,e-q,e,q,0.047930314917446155
0,PCA,e-r,e,r,0.05535331641058426
0,PCA,f-g,f,g,0.06855009242911592
0,PCA,f-h,f,h,0.09373696979503403
0,PCA,f-i,f,i,0.05158049673426638
0,PCA,f-j,f,j,0.080355781005623
0,PCA,f-k,f,k,0.05651722582590154
0,PCA,f-l,f,l,0.05324907734940569
0,PCA,f-m,f,m,0.06327174122259874
0,PCA,f-n,f,n,0.04093723328540603
0,PCA,f-o,f,o,0.06334515306222849
0,PCA,f-p,f,p,0.06598436939671322
0,PCA,f-q,f,q,0.060636228530433545
0,PCA,f-r,f,r,0.04325015731996566
0,PCA,g-h,g,h,0.04936616030991478
0,PCA,g-i,g,i,0.05131992142412318
0,PCA,g-j,g,j,0.060965894306483616
0,PCA,g-k,g,k,0.06281634730006984
0,PCA,g-l,g,l,0.04632057712289633
0,PCA,g-m,g,m,0.04077213640100214
0,PCA,g-n,g,n,0.0522091910956131
0,PCA,g-o,g,o,0.04903781464381382
0,PCA,g-p,g,p,0.0489744441339995
0,PCA,g-q,g,q,0.05737729242671526
0,PCA,g-r,g,r,0.05301370480301489
0,PCA,h-i,h,i,0.0607427751341278
0,PCA,h-j,h,j,0.04094980068076857
0,PCA,h-k,h,k,0.04691534526571705
0,PCA,h-l,h,l,0.05666674322487592
0,PCA,h-m,h,m,0.07083458417365705
0,PCA,h-n,h,n,0.04478416890406813
0,PCA,h-o,h,o,0.07327898442521394
0,PCA,h-p,h,p,0.06372563728215934
0,PCA,h-q,h,q,0.07273252428001785
0,PCA,h-r,h,r,0.05157820355636809
0,PCA,i-j,i,j,0.03718347711093072
0,PCA,i-k,i,k,0.04295457397551457
0,PCA,i-l,i,l,0.04640213576497984
0,PCA,i-m,i,m,0.06774858868988833
0,PCA,i-n,i,n,0.05175808393308877
0,PCA,i-o,i,o,0.06183496551658132
0,PCA,i-p,i,p,0.08815576661507449
0,PCA,i-q,i,q,0.04527515250440622
0,PCA,i-r,i,r,0.04887939017109304
0,PCA,j-k,j,k,0.05197469599982999
0,PCA,j-l,j,l,0.0553589062623043
0,PCA,j-m,j,m,0.05194006025192242
0,PCA,j-n,j,n,0.05878222826834704
0,PCA,j-o,j,o,0.053679340629412375
0,PCA,j-p,j,p,0.05662029468960639
0,PCA,j-q,j,q,0.06076049894679495
0,PCA,j-r,j,r,0.04277506339421549
0,PCA,k-l,k,l,0.041350754401141436
0,PCA,k-m,k,m,0.04899969726417826
0,PCA,k-n,k,n,0.03919078930577677
0,PCA,k-o,k,o,0.07038946897163084
0,PCA,k-p,k,p,0.05184778084971063
0,PCA,k-q,k,q,0.05242271663892313
0,PCA,k-r,k,r,0.056660970345882876
0,PCA,l-m,l,m,0.03786761014382852
0,PCA,l-n,l,n,0.043773738457492245
0,PCA,l-o,l,o,0.05205523563266264
0,PCA,l-p,l,p,0.04471419860810727
0,PCA,l-q,l,q,0.04051325467098575
0,PCA,l-r,l,r,0.051409488972668234
0,PCA,m-n,m,n,0.060968215347501166
0,PCA,m-o,m,o,0.05995827499355259
0,PCA,m-p,m,p,0.06916072832330034
0,PCA,m-q,m,q,0.05381113415964859
0,PCA,m-r,m,r,0.060190307664318474
0,PCA,n-o,n,o,0.044266264610717185
0,PCA,n-p,n,p,0.05244557890447531
0,PCA,n-q,n,q,0.05405712163942204
0,PCA,n-r,n,r,0.05855616123187088
0,PCA,o-p,o,p,0.05154942561811748
0,PCA,o-q,o,q,0.04316925782239711
0,PCA,o-r,o,r,0.06446043825374628
0,PCA,p-q,p,q,0.06374123387399268
0,PCA,p-r,p,r,0.04848808212222216
0,PCA,q-r,q,r,0.059002753029287355
0,Cholesky,a-b,a,b,0.049940472359573135
0,Cholesky,a-c,a,c,0.06742788636771853
0,Cholesky,a-d,a,d,0.04374630285213349
0,Cholesky,a-e,a,e,0.07652820953236796
0,Cholesky,a-f,a,f,0.044218821506061344
0,Cholesky,a-g,a,g,0.042144079018847806
0,Cholesky,a-h,a,h,0.06228724892262274
0,Cholesky,a-i,a,i,0.050617380202655785
0,Cholesky,a-j,a,j,0.04704163497014044
0,Cholesky,a-k,a,k,0.05035312405915771
0,Cholesky,a-l,a,l,0.03914231704731488
0,Cholesky,a-m,a,m,0.040381829204028906
0,Cholesky,a-n,a,n,0.05110858527343935
0,Cholesky,a-o,a,o,0.05843431566529976
0,Cholesky,a-p,a,p,0.04928471467570499
0,Cholesky,a-q,a,q,0.05801400759940126
0,Cholesky,a-r,a,r,0.06240802758345646
0,Cholesky,b-c,b,c,0.07013037464158982
0,Cholesky,b-d,b,d,0.061532166462607056
0,Cholesky,b-e,b,e,0.03923684627903407
0,Cholesky,b-f,b,f,0.044016729266309895
0,Cholesky,b-g,b,g,0.04420187540162949
0,Cholesky,b-h,b,h,0.04707253014176641
0,Cholesky,b-i,b,i,0.04717504667371149
0,Cholesky,b-j,b,j,0.06634048950690043
0,Cholesky,b-k,b,k,0.05385454426806641
0,Cholesky,b-l,b,l,0.05662310932874848
0,Cholesky,b-m,b,m,0.04801868286411965
0,Cholesky,b-n,b,n,0.04999524153755751
0,Cholesky,b-o,b,o,0.06509233729471944
0,Cholesky,b-p,b,p,0.04862087412043894
0,Cholesky,b-q,b,q,0.06516795721125511
0,Cholesky,b-r,b,r,0.04987348777330856
0,Cholesky,c-d,c,d,0.04444782986514769
0,Cholesky,c-e,c,e,0.05572265474973081
0,Cholesky,c-f,c,f,0.04717313498188021
0,Cholesky,c-g,c,g,0.04972473528406399
0,Cholesky,c-h,c,h,0.06384057798901968
0,Cholesky,c-i,c,i,0.056318401324730955
0,Cholesky,c-j,c,j,0.04301669420138359
0,Cholesky,c-k,c,k,0.079135651354082
0,Cholesky,c-l,c,l,0.05206162825645487
0,Cholesky,c-m,c,m,0.05007431469800184
0,Cholesky,c-n,c,n,0.043986310059867056
0,Cholesky,c-o,c,o,0.05499975986631923
0,Cholesky,c-p,c,p,0.05887225211753723
0,Cholesky,c-q,c,q,0.04932995292614391
0,Cholesky,c-r,c,r,0.03620725599330846
0,Cholesky,d-e,d,e,0.04679857101220228
0,Cholesky,d-f,d,f,0.1112089582502613
0,Cholesky,d-g,d,g,0.04581766803242482
0,Cholesky,d-h,d,h,0.06554975405098323
0,Cholesky,d-i,d,i,0.03732045878843337
0,Cholesky,d-j,d,j,0.05448632880200717
0,Cholesky,d-k,d,k,0.07404674448628658
0,Cholesky,d-l,d,l,0.07377033229673585
0,Cholesky,d-m,d,m,0.05080553702469375
0,Cholesky,d-n,d,n,0.0376611620131073
0,Cholesky,d-o,d,o,0.07494269984698791
0,Cholesky,d-p,d,p,0.08029275922560478
0,Cholesky,d-q,d,q,0.061864399553744474
0,Cholesky,d-r,d,r,0.04203618765153049
0,Cholesky,e-f,e,f,0.05052154330878754
0,Cholesky,e-g,e,g,0.06668862766374407
0,Cholesky,e-h,e,h,0.04888635352216753
0,Cholesky,e-i,e,i,0.04138172210496704
0,Cholesky,e-j,e,j,0.09285364706976398
0,Cholesky,e-k,e,k,0.06105129907754647
0,Cholesky,e-l,e,l,0.040647083975731295
0,Cholesky,e-m,e,m,0.08033130898538082
0,Cholesky,e-n,e,n,0.054543788430837827
0,Cholesky,e-o,e,o,0.03841295680022557
0,Cholesky,e-p,e,p,0.04778178896513159
0,Cholesky,e-q,e,q,0.05558915622393499
0,Cholesky,e-r,e,r,0.052786241262258886
0,Cholesky,f-g,f,g,0.04938486729599597
0,Cholesky,f-h,f,h,0.05236898108906622
0,Cholesky,f-i,f,i,0.05513340047425471
0,Cholesky,f-j,f,j,0.07619210631158271
0,Cholesky,f-k,f,k,0.0463101146575956
0,Cholesky,f-l,f,l,0.07929230291666148
0,Cholesky,f-m,f,m,0.04399178840276652
0,Cholesky,f-n,f,n,0.0488687601284799
0,Cholesky,f-o,f,o,0.058511751596013954
0,Cholesky,f-p,f,p,0.06062863871637973
0,Cholesky,f-q,f,q,0.044885990661991476
0,Cholesky,f-r,f,r,0.053998445242119296
0,Cholesky,g-h,g,h,0.044971427186203325
0,Cholesky,g-i,g,i,0.051713546804324884
0,Cholesky,g-j,g,j,0.055620486318777695
0,Cholesky,g-k,g,k,0.05949515274063739
0,Cholesky,g-l,g,l,0.0572547028093909
0,Cholesky,g-m,g,m,0.05141562879089371
0,Cholesky,g-n,g,n,0.04302921518431186
0,Cholesky,g-o,g,o,0.06275770706909584
0,Cholesky,g-p,g,p,0.04874948083855025
0,Cholesky,g-q,g,q,0.038332502658169836
0,Cholesky,g-r,g,r,0.049230888798859715
0,Cholesky,h-i,h,i,0.04582081008826268
0,Cholesky,h-j,h,j,0.05455242652981209
0,Cholesky,h-k,h,k,0.057146197231231086
0,Cholesky,h-l,h,l,0.058932517077338535
0,Cholesky,h-m,h,m,0.04721094768478808
0,Cholesky,h-n,h,n,0.050253527199409266
0,Cholesky,h-o,h,o,0.05431398851238883
0,Cholesky,h-p,h,p,0.04610616416283197
0,Cholesky,h-q,h,q,0.05319250464173402
0,Cholesky,h-r,h,r,0.04366868967784087
0,Cholesky,i-j,i,j,0.05834783170796654
0,Cholesky,i-k,i,k,0.04614643518466617
0,Cholesky,i-l,i,l,0.04057565720556635
0,Cholesky,i-m,i,m,0.042298510516184384
0,Cholesky,i-n,i,n,0.06146592542351795
0,Cholesky,i-o,i,o,0.053449079089850624
0,Cholesky,i-p,i,p,0.0519327874485151
0,Cholesky,i-q,i,q,0.07092591912404074
0,Cholesky,i-r,i,r,0.0424114015466975
0,Cholesky,j-k,j,k,0.04791699644685108
0,Cholesky,j-l,j,l,0.08327442336109711
0,Cholesky,j-m,j,m,0.0464280232216271
0,Cholesky,j-n,j,n,0.04632506987952843
0,Cholesky,j-o,j,o,0.07537088315051305
0,Cholesky,j-p,j,p,0.057073098772607876
0,Cholesky,j-q,j,q,0.0610856766291995
