seed,method,pair,dist1,dist2,dcor
4,Cholesky,m-p,m,p,0.03818036361333223
4,Cholesky,m-q,m,q,0.05841781174254388
4,Cholesky,m-r,m,r,0.061657208776226526
4,Cholesky,n-o,n,o,0.039547623183397246
4,Cholesky,n-p,n,p,0.06683148718888467
4,Cholesky,n-q,n,q,0.04803570884375917
4,Cholesky,n-r,n,r,0.06497387857174353
4,Cholesky,o-p,o,p,0.05146882887556995
4,Cholesky,o-q,o,q,0.05177850101469152
4,Cholesky,o-r,o,r,0.05957758561299716
4,Cholesky,p-q,p,q,0.04881857459407
4,Cholesky,p-r,p,r,0.07127048665220104
4,Cholesky,q-r,q,r,0.06107186662157828
4,ZCA-cor,a-b,a,b,0.05333779587007167
4,ZCA-cor,a-c,a,c,0.04026779540777474
4,ZCA-cor,a-d,a,d,0.04794325756341475
4,ZCA-cor,a-e,a,e,0.05935572682990999
4,ZCA-cor,a-f,a,f,0.056768462747102746
4,ZCA-cor,a-g,a,g,0.05490370249213379
4,ZCA-cor,a-h,a,h,0.05135972970387975
4,ZCA-cor,a-i,a,i,0.05762561088858466
4,ZCA-cor,a-j,a,j,0.05400247857217621
4,ZCA-cor,a-k,a,k,0.043407975798377844
4,ZCA-cor,a-l,a,l,0.049896558956638845
4,ZCA-cor,a-m,a,m,0.05024239266331939
4,ZCA-cor,a-n,a,n,0.05242311329820092
4,ZCA-cor,a-o,a,o,0.06051130231529353
4,ZCA-cor,a-p,a,p,0.043178439644960064
4,ZCA-cor,a-q,a,q,0.046436786139830065
4,ZCA-cor,a-r,a,r,0.04825691620936313
4,ZCA-cor,b-c,b,c,0.04618472491507867
4,ZCA-cor,b-d,b,d,0.042803325347065324
4,ZCA-cor,b-e,b,e,0.057636269403162604
4,ZCA-cor,b-f,b,f,0.04522745050411145
4,ZCA-cor,b-g,b,g,0.06635450745740867
4,ZCA-cor,b-h,b,h,0.04980100600136352
4,ZCA-cor,b-i,b,i,0.04891340651449815
4,ZCA-cor,b-j,b,j,0.04439275397608605
4,ZCA-cor,b-k,b,k,0.039274102057436165
4,ZCA-cor,b-l,b,l,0.048324840525767875
4,ZCA-cor,b-m,b,m,0.04360833620887645
4,ZCA-cor,b-n,b,n,0.0700553460240438
4,ZCA-cor,b-o,b,o,0.06966146875674063
4,ZCA-cor,b-p,b,p,0.04595443918075235
4,ZCA-cor,b-q,b,q,0.041683233021756985
4,ZCA-cor,b-r,b,r,0.044236322651209616
4,ZCA-cor,c-d,c,d,0.04858739509098316
4,ZCA-cor,c-e,c,e,0.0566027638271014
4,ZCA-cor,c-f,c,f,0.04248857714260593
4,ZCA-cor,c-g,c,g,0.04808149896372466
4,ZCA-cor,c-h,c,h,0.04696329895159383
4,ZCA-cor,c-i,c,i,0.05461247091062192
4,ZCA-cor,c-j,c,j,0.049255601996890316
4,ZCA-cor,c-k,c,k,0.04459754231168454
4,ZCA-cor,c-l,c,l,0.04837745535961904
4,ZCA-cor,c-m,c,m,0.037562423012161866
4,ZCA-cor,c-n,c,n,0.050766750264815474
4,ZCA-cor,c-o,c,o,0.04828116038122378
4,ZCA-cor,c-p,c,p,0.04576775135916593
4,ZCA-cor,c-q,c,q,0.0530947350885798
4,ZCA-cor,c-r,c,r,0.044218778360367965
4,ZCA-cor,d-e,d,e,0.07528572264317766
4,ZCA-cor,d-f,d,f,0.05577752155751501
4,ZCA-cor,d-g,d,g,0.059060624726194215
4,ZCA-cor,d-h,d,h,0.06222618779986707
4,ZCA-cor,d-i,d,i,0.0482295010928465
4,ZCA-cor,d-j,d,j,0.05758814905511224
4,ZCA-cor,d-k,d,k,0.04896652883452673
4,ZCA-cor,d-l,d,l,0.04745038352965309
4,ZCA-cor,d-m,d,m,0.04673079748440758
4,ZCA-cor,d-n,d,n,0.0864533855532594
4,ZCA-cor,d-o,d,o,0.07156452299906006
4,ZCA-cor,d-p,d,p,0.06225146214292227
4,ZCA-cor,d-q,d,q,0.04930001216947672
4,ZCA-cor,d-r,d,r,0.07696590883441375
4,ZCA-cor,e-f,e,f,0.04517643651153156
4,ZCA-cor,e-g,e,g,0.04285151884066891
4,ZCA-cor,e-h,e,h,0.05122135091376833
4,ZCA-cor,e-i,e,i,0.0563875051064148
4,ZCA-cor,e-j,e,j,0.04111047798791736
4,ZCA-cor,e-k,e,k,0.048515180682991335
4,ZCA-cor,e-l,e,l,0.09072359627600264
4,ZCA-cor,e-m,e,m,0.05875515010945048
4,ZCA-cor,e-n,e,n,0.055844991954145135
4,ZCA-cor,e-o,e,o,0.041332520372423506
4,ZCA-cor,e-p,e,p,0.0514834766204045
4,ZCA-cor,e-q,e,q,0.054987022999558675
4,ZCA-cor,e-r,e,r,0.04508807372294495
4,ZCA-cor,f-g,f,g,0.053835526635972075
4,ZCA-cor,f-h,f,h,0.04295849245257204
4,ZCA-cor,f-i,f,i,0.04423083765737098
4,ZCA-cor,f-j,f,j,0.04659980210090793
4,ZCA-cor,f-k,f,k,0.04678800421163334
4,ZCA-cor,f-l,f,l,0.041366728686982886
4,ZCA-cor,f-m,f,m,0.07651649292726738
4,ZCA-cor,f-n,f,n,0.0490226670112684
4,ZCA-cor,f-o,f,o,0.048458808021234576
4,ZCA-cor,f-p,f,p,0.05189695329869033
4,ZCA-cor,f-q,f,q,0.0460885797665
4,ZCA-cor,f-r,f,r,0.069425419641421
4,ZCA-cor,g-h,g,h,0.07987783417490292
4,ZCA-cor,g-i,g,i,0.05682089898935847
4,ZCA-cor,g-j,g,j,0.06708763591742968
4,ZCA-cor,g-k,g,k,0.05523584736899305
4,ZCA-cor,g-l,g,l,0.06531572808704432
4,ZCA-cor,g-m,g,m,0.03924083241986287
4,ZCA-cor,g-n,g,n,0.06443484990984882
4,ZCA-cor,g-o,g,o,0.03378381021046971
4,ZCA-cor,g-p,g,p,0.05141379341988299
4,ZCA-cor,g-q,g,q,0.06995372477766545
4,ZCA-cor,g-r,g,r,0.04159126845295977
4,ZCA-cor,h-i,h,i,0.05092134327420166
4,ZCA-cor,h-j,h,j,0.04601665225479573
4,ZCA-cor,h-k,h,k,0.04650951912619399
4,ZCA-cor,h-l,h,l,0.054594349051521975
4,ZCA-cor,h-m,h,m,0.060732651249354085
4,ZCA-cor,h-n,h,n,0.04838961937188861
4,ZCA-cor,h-o,h,o,0.064696952942721
4,ZCA-cor,h-p,h,p,0.04381011600262272
4,ZCA-cor,h-q,h,q,0.06776564464565987
4,ZCA-cor,h-r,h,r,0.049842009280567284
4,ZCA-cor,i-j,i,j,0.05173493689794745
4,ZCA-cor,i-k,i,k,0.05457655047598931
4,ZCA-cor,i-l,i,l,0.04831731041603625
4,ZCA-cor,i-m,i,m,0.04302152644734534
4,ZCA-cor,i-n,i,n,0.05910433024419733
4,ZCA-cor,i-o,i,o,0.04728753431438879
4,ZCA-cor,i-p,i,p,0.04438469130503411
4,ZCA-cor,i-q,i,q,0.07744019137932238
4,ZCA-cor,i-r,i,r,0.0613212437443314
4,ZCA-cor,j-k,j,k,0.04389823868473768
4,ZCA-cor,j-l,j,l,0.045722251509972944
4,ZCA-cor,j-m,j,m,0.05141505995198798
4,ZCA-cor,j-n,j,n,0.06005268263753031
4,ZCA-cor,j-o,j,o,0.03884453969971025
4,ZCA-cor,j-p,j,p,0.046849637530163385
4,ZCA-cor,j-q,j,q,0.05342095036399116
4,ZCA-cor,j-r,j,r,0.054486408025068454
4,ZCA-cor,k-l,k,l,0.05455469595379894
4,ZCA-cor,k-m,k,m,0.04799260492621888
4,ZCA-cor,k-n,k,n,0.039563293207694854
4,ZCA-cor,k-o,k,o,0.039467622342430245
4,ZCA-cor,k-p,k,p,0.0523144784994943
4,ZCA-cor,k-q,k,q,0.04393503353591634
4,ZCA-cor,k-r,k,r,0.05419452444967328
4,ZCA-cor,l-m,l,m,0.051426834479801856
4,ZCA-cor,l-n,l,n,0.06643546847271724
4,ZCA-cor,l-o,l,o,0.06994848457742947
4,ZCA-cor,l-p,l,p,0.052083967634299816
4,ZCA-cor,l-q,l,q,0.04746623401248921
4,ZCA-cor,l-r,l,r,0.04466130951585805
4,ZCA-cor,m-n,m,n,0.053071588171329155
4,ZCA-cor,m-o,m,o,0.04396439380444557
4,ZCA-cor,m-p,m,p,0.04645099724726276
4,ZCA-cor,m-q,m,q,0.04257315078406098
4,ZCA-cor,m-r,m,r,0.057330232606941645
4,ZCA-cor,n-o,n,o,0.04379684154974358
4,ZCA-cor,n-p,n,p,0.06843142985075942
4,ZCA-cor,n-q,n,q,0.0725173623869304
4,ZCA-cor,n-r,n,r,0.047708969407275176
4,ZCA-cor,o-p,o,p,0.06646525524026109
4,ZCA-cor,o-q,o,q,0.05048503724834912
4,ZCA-cor,o-r,o,r,0.04266893656041411
4,ZCA-cor,p-q,p,q,0.0589597366097583
4,ZCA-cor,p-r,p,r,0.09190862455305125
4,ZCA-cor,q-r,q,r,0.03986540372094957
4,PCA-cor,a-b,a,b,0.05234021273067945
4,PCA-cor,a-c,a,c,0.04103142329255862
4,PCA-cor,a-d,a,d,0.05283436930471536
4,PCA-cor,a-e,a,e,0.0843848494772044
4,PCA-cor,a-f,a,f,0.04311690829218432
4,PCA-cor,a-g,a,g,0.07630801455087992
4,PCA-cor,a-h,a,h,0.0493131292647978
4,PCA-cor,a-i,a,i,0.06388628486219489
4,PCA-cor,a-j,a,j,0.04837065666224043
4,PCA-cor,a-k,a,k,0.05332598281654751
4,PCA-cor,a-l,a,l,0.06296587408963421
4,PCA-cor,a-m,a,m,0.04997578148589106
4,PCA-cor,a-n,a,n,0.05823402323566736
4,PCA-cor,a-o,a,o,0.057376178256341025
4,PCA-cor,a-p,a,p,0.0474104648302535
4,PCA-cor,a-q,a,q,0.06954846417596232
4,PCA-cor,a-r,a,r,0.07594541435769343
4,PCA-cor,b-c,b,c,0.048277050580990355
4,PCA-cor,b-d,b,d,0.0503842392176902
4,PCA-cor,b-e,b,e,0.046858797368132636
4,PCA-cor,b-f,b,f,0.059242764805170184
4,PCA-cor,b-g,b,g,0.051535005836212504
4,PCA-cor,b-h,b,h,0.048586656823144746
4,PCA-cor,b-i,b,i,0.043490447644072415
4,PCA-cor,b-j,b,j,0.05314840044406655
4,PCA-cor,b-k,b,k,0.04269797962199121
4,PCA-cor,b-l,b,l,0.06730888137448264
4,PCA-cor,b-m,b,m,0.04384741759054012
4,PCA-cor,b-n,b,n,0.04482081406617435
4,PCA-cor,b-o,b,o,0.05840126870715855
4,PCA-cor,b-p,b,p,0.04271469418367147
4,PCA-cor,b-q,b,q,0.05779129686769984
4,PCA-cor,b-r,b,r,0.05014114430642895
4,PCA-cor,c-d,c,d,0.04857933508500287
4,PCA-cor,c-e,c,e,0.051587757909544306
4,PCA-cor,c-f,c,f,0.03952297446747828
4,PCA-cor,c-g,c,g,0.048792806147075075
4,PCA-cor,c-h,c,h,0.0621833870858899
4,PCA-cor,c-i,c,i,0.047769272553351394
4,PCA-cor,c-j,c,j,0.05154800880501559
4,PCA-cor,c-k,c,k,0.047697980196354225
4,PCA-cor,c-l,c,l,0.04323048630482378
4,PCA-cor,c-m,c,m,0.04455725651290732
4,PCA-cor,c-n,c,n,0.04660867099103245
4,PCA-cor,c-o,c,o,0.03841400642661518
4,PCA-cor,c-p,c,p,0.0481950711107598
4,PCA-cor,c-q,c,q,0.04583261362815807
4,PCA-cor,c-r,c,r,0.04193998570870123
4,PCA-cor,d-e,d,e,0.040299105372538974
4,PCA-cor,d-f,d,f,0.0487654629019129
4,PCA-cor,d-g,d,g,0.07954274659370492
4,PCA-cor,d-h,d,h,0.0651159156396267
4,PCA-cor,d-i,d,i,0.04930222027978591
4,PCA-cor,d-j,d,j,0.06022134508882204
4,PCA-cor,d-k,d,k,0.051190023440639366
4,PCA-cor,d-l,d,l,0.10736112790937433
4,PCA-cor,d-m,d,m,0.06615966753155539
4,PCA-cor,d-n,d,n,0.05114628161415274
4,PCA-cor,d-o,d,o,0.054576359347612714
4,PCA-cor,d-p,d,p,0.05725313775040791
4,PCA-cor,d-q,d,q,0.05969513508285768
4,PCA-cor,d-r,d,r,0.05805522310003044
4,PCA-cor,e-f,e,f,0.04224670574978467
4,PCA-cor,e-g,e,g,0.056241101253257854
4,PCA-cor,e-h,e,h,0.046877851764124
4,PCA-cor,e-i,e,i,0.052446147044491846
4,PCA-cor,e-j,e,j,0.04286036354110469
4,PCA-cor,e-k,e,k,0.05446007328428049
4,PCA-cor,e-l,e,l,0.04933335698943138
4,PCA-cor,e-m,e,m,0.053783182369467365
4,PCA-cor,e-n,e,n,0.05648424627733814
4,PCA-cor,e-o,e,o,0.05653757423411614
4,PCA-cor,e-p,e,p,0.04136337740947652
4,PCA-cor,e-q,e,q,0.044397847764090566
4,PCA-cor,e-r,e,r,0.05033391901051458
4,PCA-cor,f-g,f,g,0.06129163043163761
4,PCA-cor,f-h,f,h,0.056579093640164786
4,PCA-cor,f-i,f,i,0.05065262205453624
4,PCA-cor,f-j,f,j,0.049889175009636626
4,PCA-cor,f-k,f,k,0.05050431380554246
4,PCA-cor,f-l,f,l,0.05002206839341057
4,PCA-cor,f-m,f,m,0.06122884244836664
4,PCA-cor,f-n,f,n,0.05934144407227194
4,PCA-cor,f-o,f,o,0.04943074575134347
4,PCA-cor,f-p,f,p,0.041082944908112484
4,PCA-cor,f-q,f,q,0.05994268799571544
4,PCA-cor,f-r,f,r,0.0486325353264174
4,PCA-cor,g-h,g,h,0.048778089762761906
4,PCA-cor,g-i,g,i,0.040719300810095845
4,PCA-cor,g-j,g,j,0.03896852759964541
4,PCA-cor,g-k,g,k,0.057081014677719796
4,PCA-cor,g-l,g,l,0.07670281886586525
4,PCA-cor,g-m,g,m,0.07450174755162109
4,PCA-cor,g-n,g,n,0.060576276561402034
4,PCA-cor,g-o,g,o,0.041201559810605436
4,PCA-cor,g-p,g,p,0.05049780055154114
4,PCA-cor,g-q,g,q,0.05395748070229875
4,PCA-cor,g-r,g,r,0.04872929782845423
4,PCA-cor,h-i,h,i,0.05260191551116015
4,PCA-cor,h-j,h,j,0.04251350202871585
4,PCA-cor,h-k,h,k,0.06030482724144689
4,PCA-cor,h-l,h,l,0.04937060072930842
4,PCA-cor,h-m,h,m,0.0445704103792245
4,PCA-cor,h-n,h,n,0.053051697362963654
4,PCA-cor,h-o,h,o,0.053585801982227406
4,PCA-cor,h-p,h,p,0.04078659392805995
4,PCA-cor,h-q,h,q,0.054719027379382265
4,PCA-cor,h-r,h,r,0.03774910508184762
4,PCA-cor,i-j,i,j,0.0449591309346345
4,PCA-cor,i-k,i,k,0.06088583564337037
4,PCA-cor,i-l,i,l,0.04800242909364302
4,PCA-cor,i-m,i,m,0.05574072607810721
4,PCA-cor,i-n,i,n,0.04312821590494927
4,PCA-cor,i-o,i,o,0.053256580134021174
4,PCA-cor,i-p,i,p,0.0606356463646858
4,PCA-cor,i-q,i,q,0.057286046194031444
4,PCA-cor,i-r,i,r,0.039922320575276185
4,PCA-cor,j-k,j,k,0.03977053729167143
4,PCA-cor,j-l,j,l,0.054359974335048133
4,PCA-cor,j-m,j,m,0.05533224363356264
4,PCA-cor,j-n,j,n,0.04804305298734873
4,PCA-cor,j-o,j,o,0.057954392124447765
4,PCA-cor,j-p,j,p,0.04601289347064423
4,PCA-cor,j-q,j,q,0.05726350970453019
4,PCA-cor,j-r,j,r,0.06833550491640822
4,PCA-cor,k-l,k,l,0.06727005689382512
4,PCA-cor,k-m,k,m,0.051566318524829874
4,PCA-cor,k-n,k,n,0.0474136787214373
4,PCA-cor,k-o,k,o,0.06583584688180932
4,PCA-cor,k-p,k,p,0.049429655610351245
4,PCA-cor,k-q,k,q,0.06779315645204946
4,PCA-cor,k-r,k,r,0.0493568442453174
4,PCA-cor,l-m,l,m,0.07918794695268011
4,PCA-cor,l-n,l,n,0.06865782004255386
4,PCA-cor,l-o,l,o,0.053873390387181766
4,PCA-cor,l-p,l,p,0.04206247929910243
4,PCA-cor,l-q,l,q,0.057368435379566075
4,PCA-cor,l-r,l,r,0.0528887690085364
4,PCA-cor,m-n,m,n,0.035805065130726794
4,PCA-cor,m-o,m,o,0.05882437974978759
4,PCA-cor,m-p,m,p,0.048523494838948064
4,PCA-cor,m-q,m,q,0.034889058296483304
4,PCA-cor,m-r,m,r,0.038949032754255715
4,PCA-cor,n-o,n,o,0.04508618201851452
4,PCA-cor,n-p,n,p,0.045160508515809515
4,PCA-cor,n-q,n,q,0.04276719258252555
4,PCA-cor,n-r,n,r,0.0470343630826944
4,PCA-cor,o-p,o,p,0.046036674506570924
4,PCA-cor,o-q,o,q,0.05324011650978187
4,PCA-cor,o-r,o,r,0.05173144855078751
4,PCA-cor,p-q,p,q,0.037028311459176594
4,PCA-cor,p-r,p,r,0.066164231300318
4,PCA-cor,q-r,q,r,0.04793403131535779
5,Mixed,a-b,a,b,0.35176432129748686
5,Mixed,a-c,a,c,0.17038503692854362
5,Mixed,a-d,a,d,0.12977033942479413
5,Mixed,a-e,a,e,0.2980143034912908
5,Mixed,a-f,a,f,0.30353673454683233
5,Mixed,a-g,a,g,0.16180718032782057
5,Mixed,a-h,a,h,0.13996896069809825
5,Mixed,a-i,a,i,0.23141486830915495
5,Mixed,a-j,a,j,0.5533915272813376
5,Mixed,a-k,a,k,0.20681947729016684
5,Mixed,a-l,a,l,0.059071053323510835
5,Mixed,a-m,a,m,0.3849154102462239
5,Mixed,a-n,a,n,0.2951530085970295
5,Mixed,a-o,a,o,0.21466537523011284
5,Mixed,a-p,a,p,0.3216938973262216
5,Mixed,a-q,a,q,0.6035238345185594
5,Mixed,a-r,a,r,0.2675834841420171
5,Mixed,b-c,b,c,0.18068194559521567
5,Mixed,b-d,b,d,0.22905973346910527
5,Mixed,b-e,b,e,0.04623928777856152
5,Mixed,b-f,b,f,0.06980433336742167
5,Mixed,b-g,b,g,0.20751605972920567
5,Mixed,b-h,b,h,0.1952098295256465
5,Mixed,b-i,b,i,0.30231567312269625
5,Mixed,b-j,b,j,0.19832831168170345
5,Mixed,b-k,b,k,0.28443149934047296
5,Mixed,b-l,b,l,0.06244096665154435
5,Mixed,b-m,b,m,0.18480324085056132
5,Mixed,b-n,b,n,0.36510887985163637
5,Mixed,b-o,b,o,0.10143467250513338
5,Mixed,b-p,b,p,0.09759027374088532
5,Mixed,b-q,b,q,0.37760977537434337
5,Mixed,b-r,b,r,0.3473715620224753
5,Mixed,c-d,c,d,0.1554204429887316
5,Mixed,c-e,c,e,0.17207830603310673
5,Mixed,c-f,c,f,0.09387766028012362
5,Mixed,c-g,c,g,0.06542663707267275
5,Mixed,c-h,c,h,0.14482632869838696
5,Mixed,c-i,c,i,0.05757589945930315
5,Mixed,c-j,c,j,0.11314612413413369
5,Mixed,c-k,c,k,0.048491921688830125
5,Mixed,c-l,c,l,0.14632741904410806
5,Mixed,c-m,c,m,0.1415237394049314
5,Mixed,c-n,c,n,0.05595506316535783
5,Mixed,c-o,c,o,0.2510228642373395
5,Mixed,c-p,c,p,0.06766851312513843
5,Mixed,c-q,c,q,0.15427574727913168
5,Mixed,c-r,c,r,0.04482978451280774
5,Mixed,d-e,d,e,0.32721788765253146
5,Mixed,d-f,d,f,0.1723366204096807
5,Mixed,d-g,d,g,0.07763840437266503
5,Mixed,d-h,d,h,0.2625861094136519
5,Mixed,d-i,d,i,0.09057345400352383
5,Mixed,d-j,d,j,0.10826677546605008
5,Mixed,d-k,d,k,0.09860555520965844
5,Mixed,d-l,d,l,0.2687790431200184
5,Mixed,d-m,d,m,0.20100790347343875
5,Mixed,d-n,d,n,0.11291608550467974
5,Mixed,d-o,d,o,0.28214526016362473
5,Mixed,d-p,d,p,0.13547119802585675
5,Mixed,d-q,d,q,0.14326710510509433
5,Mixed,d-r,d,r,0.18335073998805543
5,Mixed,e-f,e,f,0.16916880514051647
5,Mixed,e-g,e,g,0.1598754663356806
5,Mixed,e-h,e,h,0.0633254103173312
5,Mixed,e-i,e,i,0.19872970202410475
5,Mixed,e-j,e,j,0.119080483372006
5,Mixed,e-k,e,k,0.04992766170313665
5,Mixed,e-l,e,l,0.03841560409359532
5,Mixed,e-m,e,m,0.5335466843465102
5,Mixed,e-n,e,n,0.2135757862778671
5,Mixed,e-o,e,o,0.2902099047187474
5,Mixed,e-p,e,p,0.07179330038667149
5,Mixed,e-q,e,q,0.21415514205353103
5,Mixed,e-r,e,r,0.4982394551694554
5,Mixed,f-g,f,g,0.18875631699914422
5,Mixed,f-h,f,h,0.11373378740117346
5,Mixed,f-i,f,i,0.17058767095720495
5,Mixed,f-j,f,j,0.25269046121350064
5,Mixed,f-k,f,k,0.1717343601835445
5,Mixed,f-l,f,l,0.2939110900559835
5,Mixed,f-m,f,m,0.1502901040651029
5,Mixed,f-n,f,n,0.14897061083281032
5,Mixed,f-o,f,o,0.1763262678919698
5,Mixed,f-p,f,p,0.04310710451784097
5,Mixed,f-q,f,q,0.10099087257205212
5,Mixed,f-r,f,r,0.048594779936012196
5,Mixed,g-h,g,h,0.1623414403828003
5,Mixed,g-i,g,i,0.35805396958419616
5,Mixed,g-j,g,j,0.07642193269212719
5,Mixed,g-k,g,k,0.07903214453602712
5,Mixed,g-l,g,l,0.1308377322846665
5,Mixed,g-m,g,m,0.2043492744001241
5,Mixed,g-n,g,n,0.25679067939516587
5,Mixed,g-o,g,o,0.17278118283369728
5,Mixed,g-p,g,p,0.08647337567804149
5,Mixed,g-q,g,q,0.13501773231272007
5,Mixed,g-r,g,r,0.049646869514335105
5,Mixed,h-i,h,i,0.10805751637172001
5,Mixed,h-j,h,j,0.0882642586611673
5,Mixed,h-k,h,k,0.12805152906610417
5,Mixed,h-l,h,l,0.17601897217623957
5,Mixed,h-m,h,m,0.16863255190239834
5,Mixed,h-n,h,n,0.20411685331099294
5,Mixed,h-o,h,o,0.23610128944132172
5,Mixed,h-p,h,p,0.13687171627593497
5,Mixed,h-q,h,q,0.4331826118829566
5,Mixed,h-r,h,r,0.10438805246407559
5,Mixed,i-j,i,j,0.24777729894812708
5,Mixed,i-k,i,k,0.09057307603029013
5,Mixed,i-l,i,l,0.09736937263112799
5,Mixed,i-m,i,m,0.2379488469188455
5,Mixed,i-n,i,n,0.2657375666197295
5,Mixed,i-o,i,o,0.19833312623414037
5,Mixed,i-p,i,p,0.06875236258389034
5,Mixed,i-q,i,q,0.09896880385251645
5,Mixed,i-r,i,r,0.17433925131856517
5,Mixed,j-k,j,k,0.06139625484520892
5,Mixed,j-l,j,l,0.3495989927800453
5,Mixed,j-m,j,m,0.3327120477414506
5,Mixed,j-n,j,n,0.40759388720615264
5,Mixed,j-o,j,o,0.09260846383936525
5,Mixed,j-p,j,p,0.39012730094673936
5,Mixed,j-q,j,q,0.23927578896049173
5,Mixed,j-r,j,r,0.2669800361337126
5,Mixed,k-l,k,l,0.09660147785649031
5,Mixed,k-m,k,m,0.081379147915391
5,Mixed,k-n,k,n,0.20978665125756285
5,Mixed,k-o,k,o,0.13833939494388234
5,Mixed,k-p,k,p,0.19330081357646475
5,Mixed,k-q,k,q,0.40926103460960894
5,Mixed,k-r,k,r,0.21341538235770688
5,Mixed,l-m,l,m,0.0460262090027852
5,Mixed,l-n,l,n,0.31276094899704054
5,Mixed,l-o,l,o,0.3476752486105292
5,Mixed,l-p,l,p,0.12788081145991648
5,Mixed,l-q,l,q,0.3323208395531341
5,Mixed,l-r,l,r,0.27812606657136657
5,Mixed,m-n,m,n,0.13019331120537292
5,Mixed,m-o,m,o,0.057446829277757155
5,Mixed,m-p,m,p,0.14487842239792825
5,Mixed,m-q,m,q,0.08714873030356134
5,Mixed,m-r,m,r,0.3879946471145691
5,Mixed,n-o,n,o,0.15649847557796992
5,Mixed,n-p,n,p,0.06580059166958331
5,Mixed,n-q,n,q,0.31157565699646533
5,Mixed,n-r,n,r,0.3567822358088737
5,Mixed,o-p,o,p,0.3060650372183016
5,Mixed,o-q,o,q,0.07578668674348463
5,Mixed,o-r,o,r,0.07366566572218022
5,Mixed,p-q,p,q,0.1869082003460756
5,Mixed,p-r,p,r,0.06160854741855804
5,Mixed,q-r,q,r,0.3603826893773084
5,ZCA,a-b,a,b,0.04556140891649011
5,ZCA,a-c,a,c,0.05285468101088617
5,ZCA,a-d,a,d,0.0583161492254926
5,ZCA,a-e,a,e,0.05961034635919955
5,ZCA,a-f,a,f,0.03876385781745495
5,ZCA,a-g,a,g,0.05676278635634877
5,ZCA,a-h,a,h,0.05213477682064892
5,ZCA,a-i,a,i,0.08447389706786579
5,ZCA,a-j,a,j,0.08237706190701745
5,ZCA,a-k,a,k,0.05504794283477894
5,ZCA,a-l,a,l,0.04171993883225406
5,ZCA,a-m,a,m,0.06491327182225629
5,ZCA,a-n,a,n,0.04944681158255061
5,ZCA,a-o,a,o,0.04686177803639028
5,ZCA,a-p,a,p,0.052907078381714163
5,ZCA,a-q,a,q,0.04122276637042693
5,ZCA,a-r,a,r,0.06043688735297265
5,ZCA,b-c,b,c,0.04389426983490713
5,ZCA,b-d,b,d,0.04009762441036583
5,ZCA,b-e,b,e,0.0628373140476148
5,ZCA,b-f,b,f,0.04013266477657617
5,ZCA,b-g,b,g,0.03528671810882182
5,ZCA,b-h,b,h,0.047590210637995005
5,ZCA,b-i,b,i,0.04953711611457143
5,ZCA,b-j,b,j,0.04582478757137998
5,ZCA,b-k,b,k,0.047735421163915534
5,ZCA,b-l,b,l,0.046026861590245
5,ZCA,b-m,b,m,0.047236879083404966
5,ZCA,b-n,b,n,0.056943791194977354
5,ZCA,b-o,b,o,0.0451893149493283
5,ZCA,b-p,b,p,0.051888129381074725
5,ZCA,b-q,b,q,0.04867136420451595
5,ZCA,b-r,b,r,0.04738929597303755
5,ZCA,c-d,c,d,0.03907968827093532
5,ZCA,c-e,c,e,0.061933898591727085
5,ZCA,c-f,c,f,0.04390296071712486
5,ZCA,c-g,c,g,0.06252667114863125
5,ZCA,c-h,c,h,0.04200722723196343
5,ZCA,c-i,c,i,0.05477809670768356
5,ZCA,c-j,c,j,0.06272245195053956
5,ZCA,c-k,c,k,0.04635014896158484
5,ZCA,c-l,c,l,0.05351761198366323
5,ZCA,c-m,c,m,0.052538458050005524
5,ZCA,c-n,c,n,0.044216143684517754
5,ZCA,c-o,c,o,0.0503479707724432
5,ZCA,c-p,c,p,0.06362455292148382
5,ZCA,c-q,c,q,0.05146935417104877
5,ZCA,c-r,c,r,0.050211308206732586
5,ZCA,d-e,d,e,0.045188832630504064
5,ZCA,d-f,d,f,0.046269708481323314
5,ZCA,d-g,d,g,0.04987366515990018
5,ZCA,d-h,d,h,0.04407316776800548
5,ZCA,d-i,d,i,0.05999929564271615
5,ZCA,d-j,d,j,0.05023491181824766
5,ZCA,d-k,d,k,0.037740873140714476
5,ZCA,d-l,d,l,0.040420319302563575
5,ZCA,d-m,d,m,0.04654588155885097
5,ZCA,d-n,d,n,0.0490258880232848
5,ZCA,d-o,d,o,0.07966173131629722
5,ZCA,d-p,d,p,0.046307343485096714
5,ZCA,d-q,d,q,0.043216498449779255
5,ZCA,d-r,d,r,0.050490302885719825
5,ZCA,e-f,e,f,0.05620045947189105
5,ZCA,e-g,e,g,0.059415995818698865
5,ZCA,e-h,e,h,0.07401456213172729
5,ZCA,e-i,e,i,0.06055986643315811
5,ZCA,e-j,e,j,0.07848565668018735
5,ZCA,e-k,e,k,0.056382588727900744
5,ZCA,e-l,e,l,0.04504589006517239
5,ZCA,e-m,e,m,0.14373194801770114
5,ZCA,e-n,e,n,0.044941425258196034
5,ZCA,e-o,e,o,0.07395154654727848
5,ZCA,e-p,e,p,0.08864078048558188
5,ZCA,e-q,e,q,0.06292028811173474
5,ZCA,e-r,e,r,0.06304152202622565
5,ZCA,f-g,f,g,0.042928761807887315
5,ZCA,f-h,f,h,0.04807475975725927
5,ZCA,f-i,f,i,0.052856705116307245
