seed,Cholesky,PCA,PCA-cor,ZCA,ZCA-cor
0,0.1124671711134269,0.0712776686018619,0.0639842471395034,0.10044739969612126,0.0978803330912269
1,0.07448382500162616,0.0908669202093635,0.069677623053666,0.06338952264934987,0.06471857487133366
2,0.2147815984489404,0.06786544009489927,0.09002772976360514,0.2181332787703254,0.22754802703371393
3,0.1820832750097729,0.12765437399211302,0.07485732458240925,0.04329845946915663,0.10152373409675373
4,0.04212897776833533,0.06548396827410573,0.2591173314911646,0.051018622202945764,0.04912216787049939
5,0.21992549514167303,0.09149450034438655,0.08711600667072478,0.13089701278246604,0.07353263912918416
6,0.09440378661441014,0.06395464240585934,0.05507663920176333,0.0887260676161563,0.08042848856188302
7,0.06723325247583027,0.12673869203401372,0.17911282263288664,0.06832005872073983,0.059947204089794946
8,0.2093388803470488,0.06521357500737429,0.06387817691135986,0.12353012171570936,0.12435513567200925
9,0.08424138708354925,0.07662150636525698,0.07723404510901916,0.0668922245829857,0.06146326255139279
10,0.11073593650767781,0.05885627397750408,0.0633437296200588,0.10122052563829051,0.08582837299898029
11,0.05267553646680243,0.05510438000769638,0.24001019954273975,0.07107741855123115,0.07277283108723977
12,0.25456531294897694,0.13787266339627824,0.07169139845004617,0.07021834408676554,0.13346783725511588
13,0.042226461305717736,0.06835188380359702,0.07911937080044355,0.057772005029521074,0.059978649486139374
14,0.07305658785847458,0.09827018657889226,0.13198180925480046,0.2635190648740112,0.2612676180047442
15,0.2594891280324584,0.0482593022539555,0.052522334632753805,0.268353183861516,0.2652654612885856
16,0.07150432061392177,0.2530267747307992,0.07146100602294113,0.08006865280073777,0.08064731743351243
17,0.0931607007270314,0.22991815791450668,0.18008381408273794,0.2412261386260815,0.20601320359290495
18,0.07333068058840601,0.06767364782376248,0.07878030426633216,0.0978531768925167,0.09576357332358992
19,0.06452865457330521,0.058517800538542296,0.1969510320256877,0.18462354707689604,0.1707726213799016
20,0.0821241123896539,0.26088042669800715,0.06928728504285599,0.11365726604896856,0.07624354899736785
21,0.04024355554035036,0.09828422068248148,0.05338328518313699,0.11714192869497642,0.11670055969718493
22,0.0863208784400283,0.2376174222521234,0.14913945948590446,0.08537445893241329,0.08007748865838403
23,0.05044111940609934,0.06814181425135234,0.08276266058605015,0.07868990756118165,0.07373355950990304
24,0.09406821845457759,0.074042047794155,0.07732759571570723,0.1892200458049655,0.22263995138962683
25,0.13769369727451738,0.049311519687998955,0.048471414820650705,0.04988087731020278,0.1297554670274537
