seed,Cholesky,PCA,PCA-cor,ZCA,ZCA-cor
0,0.09253471031636136,0.21092066892850406,0.12154031054705364,0.06806290559904235,0.0790374218514319
1,0.072530569022955,0.29950356830191394,0.2790289471159997,0.09975511334396166,0.05390189883697549
2,0.14642721932443295,0.09444618236706126,0.08451477869606702,0.11966631152124632,0.07819026745055206
3,0.06085433881715355,0.22068774237926025,0.19755364540126416,0.1519476563545346,0.2355624706129906
4,0.21438196526926795,0.213192951458873,0.16369429180193515,0.23660046652011152,0.1933490903308598
5,0.23512063994823948,0.09879391254286266,0.045106785003455115,0.2632562072372562,0.2819941083960229
6,0.0585158999554671,0.09854173544995902,0.09073379861672595,0.06977133575489021,0.16030222665668792
7,0.1689067128241097,0.28183755709471625,0.2721210201483034,0.2083094130909455,0.2444938463349284
8,0.14331481714060484,0.0839489934112072,0.08135956577657869,0.08450017106864705,0.05553919744769309
9,0.07764627947845924,0.18304555039248838,0.10648452155583908,0.14179191748734787,0.11489456844120885
10,0.09705249304593473,0.17655851426472588,0.11550023205692808,0.14748523186607573,0.16382122206499256
11,0.11079349477561581,0.2183754386976556,0.25186391065736763,0.07588153362020254,0.08095200024040962
12,0.2705783725870799,0.1033441208355671,0.09210647905815113,0.1669540947912687,0.17753053772400046
13,0.28461706648061297,0.154784937481172,0.15371966034367976,0.05516550347675663,0.04994776460647376
14,0.12208557007973721,0.1928207642826546,0.17141070327576435,0.0645337193114791,0.0543388116514871
15,0.09746306099440062,0.22395335934641966,0.24359970245992188,0.12672267187463582,0.1280172533952944
16,0.10517709078605822,0.1650887785566715,0.15663915563078679,0.10579867842676059,0.10477437523642318
17,0.09200624273229394,0.18475983022843426,0.26131160171813067,0.07460165877424235,0.07791380110024507
18,0.07936901920736884,0.25094321992452295,0.11424651875402575,0.0928095551577406,0.10766344970060857
19,0.15836876538968278,0.07349760856736362,0.07423588925062363,0.12727808334787283,0.12663521253779847
20,0.12575008769608165,0.13229750811087237,0.12732151951852774,0.12417400675504763,0.13575164699155495
21,0.1482947436191154,0.08721059472485149,0.08618915489458254,0.13417543186580394,0.19295652922429848
22,0.17446459105416337,0.16684469042948538,0.23335538963961797,0.10464885281709277,0.08468430895666769
23,0.041026877439537215,0.10844388281505872,0.10376617286517405,0.07936769039560311,0.15155481481042898
24,0.08378286500947156,0.27823567935185045,0.25818110684518675,0.19355177923469272,0.1316121574495578
25,0.2070566328052435,0.17745860316349316,0.23705283558187773,0.1744823670098811,0.21151555075274167
26,0.09097899428926252,0.0769839099686395,0.21926029458988908,0.09577158013974935,0.10475329381190573
27,0.13147968455229075,0.12694023703746102,0.11300805045384978,0.05615273672526205,0.055079536514743045
28,0.21982835881756055,0.09492393758798534,0.08904543041941343,0.27520480728176355,0.2841348342093633
29,0.06627656556633449,0.08305052007605161,0.12752075398733229,0.06213225676865867,0.05303216803329762
