seed,Cholesky,PCA,PCA-cor,ZCA,ZCA-cor
0,0.14093851647633995,0.09897502005594148,0.06378693071990182,0.12436974706365017,0.12106810544379447
1,0.08372359835676298,0.10221263150090534,0.10152811051449086,0.09763389404205879,0.08685172216823125
2,0.08316689347102965,0.06676514833566348,0.07470116698209203,0.07517716885331914,0.09170189417684611
3,0.11302563051469068,0.052931877665162656,0.07882656795804517,0.10958514962507367,0.10966627186690159
4,0.05323595918085834,0.12306000812855496,0.11246328053521447,0.0735303329407669,0.0664392420500116
5,0.05076114502224447,0.050209812856516704,0.06544959105848838,0.10891810324753948,0.11043257316475445
6,0.09881725649309932,0.107560834237098,0.06181960287196725,0.09510548228174222,0.09850946685774109
7,0.0926454321808306,0.09283937543159501,0.08838279319622813,0.08825257005243592,0.0610276523740245
8,0.06717479860613519,0.13972448993014755,0.11357100398320849,0.06191265162078749,0.056808901582647925
9,0.10338429793121938,0.09242776734808825,0.09256573806035318,0.06978007776792693,0.06649709797132972
10,0.055678335387227225,0.11924304272150141,0.11898558981705876,0.07687340820764185,0.08058393687654522
11,0.06322276757769357,0.07120132314325275,0.10195714094498022,0.054375195087458875,0.04965866824761725
12,0.05720797099813962,0.0482737580072926,0.04456747910280778,0.061059762912327065,0.07216826027916712
13,0.16006203926012422,0.1352628123897735,0.08399435703463982,0.14476072449791696,0.14528451669483117
14,0.04398710918737693,0.08916634704602298,0.1061565618436575,0.05818339702914031,0.06503563492861796
15,0.09923104690706935,0.05991567276171608,0.07383807648392483,0.09011691735537927,0.08456103324414545
16,0.05987060972979863,0.08040197859213981,0.08587722013256713,0.06582646992074127,0.0483741769650998
17,0.14188523987304255,0.08528913417216616,0.08732935437938498,0.09216025492286621,0.10209276060467254
18,0.07868079126119604,0.11806146515162404,0.08685297800054752,0.12577230749769486,0.11985001227261358
19,0.08749117774092087,0.12219108975069554,0.09668828208334249,0.05726024357386038,0.059358075503090836
20,0.05933148597173561,0.09670342125958188,0.09899723660689112,0.07247824758912642,0.07524739350256038
21,0.07548406004242307,0.07912209841219271,0.05464965438584513,0.0691473121963587,0.06758919307624396
22,0.1292161406386542,0.05493493428285627,0.05490470567198181,0.09362440603495079,0.09089754340619781
23,0.0862153196743714,0.06024102395482194,0.09567707057636857,0.08602216374348019,0.08426054039367221
24,0.07772807601279534,0.08923610491671968,0.111875926888721,0.06941287264570185,0.08889524756524025
25,0.13030818105838593,0.11216373808351593,0.10881425923883468,0.1147141225848227,0.12287758204594844
26,0.10529459853168237,0.09585279580843031,0.053792945792914916,0.08457188109243506,0.0719083170817194
27,0.11688169097270516,0.09345860733390654,0.06492169865130756,0.08340817489671401,0.0633517929896794
28,0.08730319555500425,0.10089991289390549,0.09175085721571488,0.07615862867193933,0.07640641455957735
29,0.06422865037617378,0.09394616745975067,0.09293170340775969,0.06405583590517826,0.06430074895043555
30,0.09585444535196833,0.0768913368116337,0.09486478168691433,0.07428584583742581,0.06264968614846836
31,0.08564983586206681,0.12480070732196555,0.12620024751592757,0.07885818670837165,0.08991123034049898
32,0.07434456086653318,0.06463552033495519,0.07451251532644602,0.09115574371908187,0.09464820030651075
33,0.09268022043414872,0.11219962789051942,0.10548984909247865,0.0870900570376038,0.08424325319108339
34,0.09665070900043961,0.0960712153836315,0.11628877871720443,0.12125988024238495,0.12125658746364912
35,0.08233022214602065,0.11926505419474229,0.12020955185408144,0.09831953357321974,0.09138964829238741
36,0.0866363653053888,0.05312465247908683,0.05650760700780312,0.12673149223095231,0.13080636616099206
37,0.06945236802661985,0.10852818288184676,0.08615247757091339,0.07384628563815235,0.06147478701075692
38,0.07241886415679517,0.07594293625737374,0.07213150563455235,0.10877772735406278,0.11446327819004387
39,0.07266734261415188,0.0866264886569885,0.06618417902086253,0.06272601862664803,0.05162219172513801
40,0.10153350848458467,0.09951370044638462,0.09589909714237518,0.08429610580330626,0.08344328659099114
41,0.05576504472344753,0.08923766601514513,0.10709414062616593,0.052847719160034876,0.05150596910213675
42,0.07512749619460572,0.111028260553738,0.10843351386960687,0.10192757592227628,0.10050156387217558
43,0.06617674184605853,0.046083073545959884,0.11205852595604734,0.12273094644076958,0.0890078152088779
44,0.08870271074387394,0.09583020475859254,0.09757126859302194,0.1041098577782807,0.10519829424715255
45,0.0931281204416532,0.0851040354410303,0.08442185853976569,0.053538601780072505,0.07377634648772853
46,0.08341241567244818,0.0664767549015142,0.06210632509002389,0.09268931100629751,0.08740135414956322
47,0.06986027949818135,0.0647526784680947,0.11172436548486682,0.07604256374480864,0.06492735703337862
48,0.05560813118583838,0.09048207298922145,0.0923191860938571,0.0768623899624892,0.08304148521328625
49,0.0667117528084439,0.05320961393451911,0.04930681505644092,0.07615698047485314,0.06988639916454815
50,0.05809420755865084,0.08365005552435911,0.05432816395910866,0.08047676412598864,0.07875269876722789
51,0.05999962177689409,0.09919837825711976,0.08671023690122935,0.08560646109780189,0.08377649378255707
52,0.06299862849543131,0.08873403813476564,0.13382305493210944,0.08927387959773761,0.07137999934310175
53,0.054177718002838916,0.055276555969368354,0.0566828795963708,0.09424109709930885,0.07861862643372852
54,0.08524439095824327,0.058679103818364574,0.0882439042158984,0.10064223726038776,0.09570153627614884
55,0.05778831226424659,0.09579416047881174,0.11981650284862455,0.09608139647065232,0.09760954923575829
56,0.0710713195096323,0.0653808037106914,0.08000068644001584,0.08366624464776487,0.08137860360768623
57,0.07685167553431534,0.0779231984220726,0.0870980954344962,0.060599775953336814,0.0438734610796982
58,0.06716494075193839,0.05594349136607485,0.14680461442670378,0.08347477807946055,0.08622871434663998
59,0.07261274740178247,0.10171331807731915,0.1045353748346056,0.0775312136614252,0.08124699379132222
60,0.1312586517582778,0.10327305028779621,0.0851541615505255,0.10130710205040819,0.09632141071055857
61,0.09500860372821117,0.05018272304343121,0.053117856785832085,0.050787592321093124,0.053988769250111694
62,0.11247987532338147,0.07883225420288627,0.07386599189655915,0.05160985117839314,0.0631220326290072
63,0.08521779417876431,0.08347925740357579,0.09563227801652256,0.12226169377018811,0.12795731046278114
64,0.06304959015402954,0.08581500475172696,0.07484720868360756,0.05456903568038887,0.05471615640612362
65,0.1297617149122455,0.07098380226054277,0.057930629760947455,0.08946173209772207,0.10208695915113059
66,0.1265426158998656,0.09178469555995344,0.08900145296905679,0.07874725505113613,0.06860600870258596
67,0.11396899077035844,0.07891220430122588,0.08034434214972987,0.09774950681098933,0.09793812307320396
68,0.06719548741412094,0.10929444784846795,0.10058282165235877,0.07626036986350766,0.07407619857456225
69,0.10768424759965509,0.07735337544810905,0.07628171659156105,0.07920614240920593,0.0785531585238911
70,0.1106168674751995,0.11286792248288682,0.1060394646353154,0.10310232286046064,0.10393248778992892
71,0.056809453867069225,0.06710018771724058,0.12108220974355709,0.0742298195879984,0.0683099831731306
72,0.0974419849838174,0.047971632996893006,0.0952727857782531,0.12392408841145341,0.04788392521150435
73,0.05493367140878263,0.05552951477592327,0.09639744042900153,0.0778183716554463,0.09720978817911015
74,0.08950065546840626,0.08313885181549371,0.08825931376219463,0.0914157981491619,0.09127400681318425
75,0.10267407141762748,0.11233887350270705,0.10100467539283363,0.12170516115470513,0.10990370241875727
76,0.08959663708829722,0.08445930020680255,0.08627305637248195,0.0603250768061564,0.05778438155056486
77,0.049797106338427856,0.05179201269178103,0.05469402179623932,0.05340302556350455,0.05624832015203542
78,0.07371497632988656,0.08486871457897338,0.09048021580281418,0.07861763302350466,0.0840278865904659
79,0.05036124275009099,0.05305395158747114,0.054943793521037176,0.09135552178294239,0.08727944617628751
80,0.05033277609357828,0.13553694875686598,0.13582465379929654,0.12064615638951046,0.12218166483321517
81,0.11022307807391875,0.09799131545148303,0.08294856710839599,0.10473145541285625,0.10477441384352265
82,0.10287362609715138,0.09136279333959248,0.10880744640653944,0.09688057714108446,0.10494299070256856
83,0.1226621154011753,0.10814517077369827,0.1080064598954581,0.08996289675110752,0.09231566960734972
84,0.06212285930641296,0.13221476755702855,0.06986151666663448,0.08719184051114076,0.08517545067829475
85,0.09504757027749897,0.04598467598368441,0.09480637799178483,0.05384217361967716,0.07061910641695385
86,0.06697393760818852,0.06329597767209874,0.09921477994622803,0.10047510936621333,0.11783534922889072
87,0.09454931451608269,0.08311645760464711,0.0877218223231264,0.08602808635078314,0.081238812777561
88,0.079165943729273,0.1012615315626287,0.09567681686874441,0.07420573622119224,0.07240327059038029
89,0.057196418883762465,0.04919001484714351,0.048749946875152717,0.04257954920960783,0.042001109207857344
90,0.0832619369204555,0.08676821628753383,0.08304363571914591,0.07096816241794567,0.07414892206157372
91,0.08869014038478992,0.053304806255694344,0.07921465275459631,0.07937994936161441,0.07998147655426979
92,0.06139650352878769,0.07264609056169243,0.07435811195669259,0.07142105332712642,0.08738647318520484
93,0.0698479271188762,0.0703409007983171,0.09961118348898894,0.05330333824005948,0.05630259466324393
94,0.09250251883915787,0.06957906618680934,0.07824668522610538,0.06605516130697205,0.06941166713706165
95,0.0508120377547472,0.10389795182265228,0.12023974669312548,0.054467294542942433,0.046797164846777095
96,0.11431295084648603,0.08446642430214212,0.11828120622446404,0.132018048067444,0.10847102151152166
97,0.049258228240088395,0.06551064721452744,0.06721784841118095,0.10789991498019795,0.10470119664482105
98,0.10187301768654208,0.07544319330385474,0.08452738365424337,0.06730583263093148,0.08371738199815597
99,0.06166618472589922,0.1227493667368623,0.11082234353283496,0.05029007877005295,0.04861728876606776
