distribution,method,seed,rotation,base_dcor,rotation_dcor,difference
e,ZCA,2,63,0.13052352601246528,0.12156714825743248,-0.008956377755032802
e,ZCA,2,64,0.13052352601246528,0.12778632628030182,-0.0027371997321634645
e,ZCA,2,65,0.13052352601246528,0.126915960067847,-0.0036075659446182795
e,ZCA,2,66,0.13052352601246528,0.13308264191777647,0.002559115905311188
e,ZCA,2,67,0.13052352601246528,0.12997039524630818,-0.000553130766157095
e,ZCA,2,68,0.13052352601246528,0.12156554353892708,-0.008957982473538198
e,ZCA,2,69,0.13052352601246528,0.12717386488015633,-0.0033496611323089454
e,ZCA,2,70,0.13052352601246528,0.1226386784578118,-0.007884847554653476
e,ZCA,2,71,0.13052352601246528,0.12322001593897722,-0.007303510073488062
e,ZCA,2,72,0.13052352601246528,0.12464808039691441,-0.005875445615550867
e,ZCA,2,73,0.13052352601246528,0.12359989372441905,-0.006923632288046225
e,ZCA,2,74,0.13052352601246528,0.12914091552872523,-0.0013826104837400544
e,ZCA,2,75,0.13052352601246528,0.1222036679961497,-0.008319858016315573
e,ZCA,2,76,0.13052352601246528,0.12261878062107481,-0.007904745391390466
e,ZCA,2,77,0.13052352601246528,0.1264170948877512,-0.004106431124714066
e,ZCA,2,78,0.13052352601246528,0.1266114777559149,-0.003912048256550393
e,ZCA,2,79,0.13052352601246528,0.12570160206831837,-0.004821923944146905
e,ZCA,2,80,0.13052352601246528,0.12878753382830505,-0.0017359921841602344
e,ZCA,2,81,0.13052352601246528,0.1303364535656068,-0.00018707244685847724
e,ZCA,2,82,0.13052352601246528,0.12402057113416186,-0.006502954878303421
e,ZCA,2,83,0.13052352601246528,0.13988733872804238,0.009363812715577097
e,ZCA,2,84,0.13052352601246528,0.12276118667998105,-0.007762339332484228
e,ZCA,2,85,0.13052352601246528,0.13378942673144,0.003265900718974729
e,ZCA,2,86,0.13052352601246528,0.11708714490388145,-0.013436381108583834
e,ZCA,2,87,0.13052352601246528,0.12467631506480424,-0.0058472109476610384
e,ZCA,2,88,0.13052352601246528,0.12417276132874036,-0.006350764683724919
e,ZCA,2,89,0.13052352601246528,0.12719123033427965,-0.0033322956781856317
e,ZCA,2,90,0.13052352601246528,0.11855752654043658,-0.011965999472028699
e,ZCA,2,91,0.13052352601246528,0.1292966124127519,-0.0012269135997133862
e,ZCA,2,92,0.13052352601246528,0.12892889328440718,-0.0015946327280580985
e,ZCA,2,93,0.13052352601246528,0.1288491756802957,-0.0016743503321695885
e,ZCA,2,94,0.13052352601246528,0.13167215700376889,0.0011486309913036064
e,ZCA,2,95,0.13052352601246528,0.12310654233257459,-0.007416983679890687
e,ZCA,2,96,0.13052352601246528,0.12708102321561904,-0.003442502796846242
e,ZCA,2,97,0.13052352601246528,0.12459636293704991,-0.005927163075415368
e,ZCA,2,98,0.13052352601246528,0.12074746898933982,-0.009776057023125465
e,ZCA,2,99,0.13052352601246528,0.13081016430347667,0.0002866382910113874
e,ZCA,3,0,0.12325092221274449,0.12437664561090397,0.0011257233981594866
e,ZCA,3,1,0.12325092221274449,0.12408727590810358,0.0008363536953590878
e,ZCA,3,2,0.12325092221274449,0.12413860076098139,0.0008876785482369032
e,ZCA,3,3,0.12325092221274449,0.1265005356526884,0.003249613439943913
e,ZCA,3,4,0.12325092221274449,0.13419031338252466,0.010939391169780169
e,ZCA,3,5,0.12325092221274449,0.12231240804361428,-0.0009385141691302112
e,ZCA,3,6,0.12325092221274449,0.12373135737352106,0.0004804351607765739
e,ZCA,3,7,0.12325092221274449,0.1252876408534387,0.002036718640694199
e,ZCA,3,8,0.12325092221274449,0.13436990219626938,0.011118979983524888
e,ZCA,3,9,0.12325092221274449,0.12527017842804108,0.002019256215296597
e,ZCA,3,10,0.12325092221274449,0.13723161885058668,0.013980696637842197
e,ZCA,3,11,0.12325092221274449,0.1303170409439582,0.007066118731213725
e,ZCA,3,12,0.12325092221274449,0.12130098367445474,-0.0019499385382897444
e,ZCA,3,13,0.12325092221274449,0.12653379261764228,0.003282870404897789
e,ZCA,3,14,0.12325092221274449,0.12860119816537596,0.005350275952631475
e,ZCA,3,15,0.12325092221274449,0.12532791785829925,0.0020769956455547606
e,ZCA,3,16,0.12325092221274449,0.12260807009710795,-0.0006428521156365413
e,ZCA,3,17,0.12325092221274449,0.12079791874444226,-0.0024530034683022256
e,ZCA,3,18,0.12325092221274449,0.13015435724228622,0.00690343502954173
e,ZCA,3,19,0.12325092221274449,0.12038957758508345,-0.002861344627661036
e,ZCA,3,20,0.12325092221274449,0.12352877337797426,0.00027785116522976994
e,ZCA,3,21,0.12325092221274449,0.11893490653989845,-0.004316015672846035
e,ZCA,3,22,0.12325092221274449,0.13055026252939772,0.007299340316653233
e,ZCA,3,23,0.12325092221274449,0.12749748426401708,0.004246562051272593
e,ZCA,3,24,0.12325092221274449,0.1225237961116891,-0.0007271261010553809
e,ZCA,3,25,0.12325092221274449,0.12447035084521717,0.00121942863247268
e,ZCA,3,26,0.12325092221274449,0.1305020520993327,0.007251129886588201
e,ZCA,3,27,0.12325092221274449,0.13110379322906426,0.007852871016319776
e,ZCA,3,28,0.12325092221274449,0.1251021457129172,0.0018512235001727079
e,ZCA,3,29,0.12325092221274449,0.12470850971615957,0.0014575875034150837
e,ZCA,3,30,0.12325092221274449,0.12832817027610655,0.005077248063362058
e,ZCA,3,31,0.12325092221274449,0.1271601684435328,0.003909246230788324
e,ZCA,3,32,0.12325092221274449,0.13333283503065577,0.010081912817911279
e,ZCA,3,33,0.12325092221274449,0.12677977951317845,0.0035288573004339657
e,ZCA,3,34,0.12325092221274449,0.1275872055925877,0.004336283379843223
e,ZCA,3,35,0.12325092221274449,0.12927336542090034,0.006022443208155856
e,ZCA,3,36,0.12325092221274449,0.123041833170866,-0.00020908904187848243
e,ZCA,3,37,0.12325092221274449,0.12830295133021438,0.0050520291174698945
e,ZCA,3,38,0.12325092221274449,0.12512837244836408,0.001877450235619596
e,ZCA,3,39,0.12325092221274449,0.1327672177952423,0.009516295582497822
e,ZCA,3,40,0.12325092221274449,0.12153778125888479,-0.0017131409538597014
e,ZCA,3,41,0.12325092221274449,0.13087676243280705,0.00762584022006256
e,ZCA,3,42,0.12325092221274449,0.12326338410440965,1.2461891665163649e-05
e,ZCA,3,43,0.12325092221274449,0.12285313185268362,-0.0003977903600608651
e,ZCA,3,44,0.12325092221274449,0.1264258160734361,0.0031748938606915994
e,ZCA,3,45,0.12325092221274449,0.1321245531674203,0.008873630954675818
e,ZCA,3,46,0.12325092221274449,0.12999119105762305,0.006740268844878564
e,ZCA,3,47,0.12325092221274449,0.12080355848280389,-0.002447363729940602
e,ZCA,3,48,0.12325092221274449,0.12019992020295943,-0.0030510020097850588
e,ZCA,3,49,0.12325092221274449,0.12238146676575466,-0.0008694554469898252
e,ZCA,3,50,0.12325092221274449,0.12909045935921504,0.00583953714647055
e,ZCA,3,51,0.12325092221274449,0.13247731454064957,0.009226392327905078
e,ZCA,3,52,0.12325092221274449,0.1290506466904828,0.005799724477738313
e,ZCA,3,53,0.12325092221274449,0.12901789274955702,0.005766970536812535
e,ZCA,3,54,0.12325092221274449,0.13164506140824025,0.008394139195495767
